orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber
19006,2024-12-31,2025-01-09,2025-01-01,Resolved,Partial shipment approved by customer.,21289
19007,2026-03-12,2026-04-08,2026-03-21,Shipped,,20614
19008,2026-03-20,2026-04-14,2026-03-29,Shipped,Backorder — ship when available.,20796
19009,2025-12-28,2026-01-04,2026-01-02,Shipped,Please ship as soon as possible.,24886
19010,2026-04-20,2026-04-29,2026-04-28,Shipped,,24850
19011,2024-07-30,2024-08-28,2024-08-05,Shipped,Fragile items — handle with care.,21189
19012,2023-05-07,2023-05-21,2023-05-13,Disputed,,22650
19013,2024-05-05,2024-05-17,2024-05-14,Shipped,,21499
19014,2026-05-02,2026-05-19,,Cancelled,Hold for customer confirmation.,20938
19015,2023-02-26,2023-03-22,,In Process,Backorder — ship when available.,21423
19016,2022-03-26,2022-04-13,,On Hold,Please ship as soon as possible.,23313
19017,2024-11-30,2024-12-14,2024-12-01,Shipped,Replacement for damaged order.,21916
19018,2026-01-17,2026-01-28,2026-01-22,Resolved,Call before delivery.,22479
19019,2023-09-30,2023-10-19,2023-10-09,Shipped,,22629
19020,2022-11-24,2022-12-01,,Cancelled,,20295
19021,2024-07-09,2024-07-25,2024-07-14,Shipped,Priority customer — rush order.,21558
19022,2024-11-07,2024-11-17,2024-11-10,Shipped,,21259
19023,2022-10-18,2022-10-25,2022-10-21,Shipped,Priority customer — rush order.,22671
19024,2023-06-29,2023-07-15,,Cancelled,,21122
19025,2026-07-19,2026-08-09,,On Hold,,22837
19026,2022-02-10,2022-02-21,2022-02-14,Shipped,Gift wrapping requested.,21025
19027,2022-10-14,2022-10-29,,Cancelled,Partial shipment approved by customer.,22177
19028,2022-07-24,2022-08-01,,Cancelled,,21535
19029,2022-07-14,2022-07-23,2022-07-24,Shipped,Verified credit before processing.,21993
19030,2022-12-15,2023-01-06,,In Process,,20428
19031,2025-03-18,2025-03-27,2025-03-28,Shipped,,24280
19032,2026-06-10,2026-06-25,2026-06-19,Shipped,,21498
19033,2025-12-27,2026-01-19,2026-01-03,Disputed,,21627
19034,2022-03-03,2022-03-30,,Cancelled,,23474
19035,2026-03-10,2026-03-18,2026-03-16,Shipped,Backorder — ship when available.,20925
19036,2026-07-03,2026-07-29,2026-07-13,Resolved,Check stock before processing.,21702
19037,2025-01-17,2025-02-04,,Cancelled,Partial shipment approved by customer.,23403
19038,2022-03-06,2022-03-16,2022-03-09,Shipped,Hold for customer confirmation.,24117
19039,2024-11-13,2024-12-04,2024-11-14,Shipped,Check stock before processing.,24530
19040,2023-03-27,2023-04-26,2023-04-04,Disputed,,20174
19041,2025-10-10,2025-11-04,,Cancelled,Partial shipment approved by customer.,20177
19042,2026-04-23,2026-05-06,2026-04-30,Shipped,Replacement for damaged order.,22248
19043,2022-06-28,2022-07-16,,Cancelled,Customer will pick up at warehouse.,22080
19044,2022-04-14,2022-04-27,,In Process,Customer will pick up at warehouse.,21033
19045,2023-07-08,2023-08-06,2023-07-18,Shipped,International shipment — customs docs needed.,23871
19046,2023-02-01,2023-02-14,2023-02-02,Shipped,Special discount applied.,20810
19047,2024-04-10,2024-05-04,,In Process,,22488
19048,2022-08-29,2022-09-18,2022-09-06,Shipped,,21620
19049,2025-05-01,2025-05-23,2025-05-09,Shipped,International shipment — customs docs needed.,23972
19050,2026-01-03,2026-01-21,2026-01-13,Resolved,,24673
19051,2026-07-09,2026-07-28,2026-07-14,Shipped,,20614
19052,2026-03-10,2026-03-24,,On Hold,International shipment — customs docs needed.,21327
19053,2023-05-16,2023-06-14,2023-05-24,Shipped,,21462
19054,2022-08-10,2022-08-17,2022-08-17,Resolved,,20105
19055,2022-02-21,2022-03-15,,Cancelled,Customer requested expedited shipping.,20228
19056,2026-04-05,2026-04-16,2026-04-11,Shipped,Verified credit before processing.,22428
19057,2024-01-10,2024-01-25,,In Process,Partial shipment approved by customer.,23382
19058,2023-06-09,2023-07-07,2023-06-11,Disputed,,21287
19059,2022-10-21,2022-10-29,,On Hold,,21150
19060,2024-10-04,2024-11-01,2024-10-12,Disputed,Replacement for damaged order.,23695
19061,2023-08-29,2023-09-15,2023-09-08,Shipped,Please ship as soon as possible.,23616
19062,2026-05-23,2026-06-19,2026-05-31,Shipped,,24791
19063,2022-04-06,2022-04-20,2022-04-11,Shipped,,24110
19064,2024-12-16,2024-12-26,2024-12-24,Shipped,Fragile items — handle with care.,21356
19065,2025-01-24,2025-02-10,,In Process,Backorder — ship when available.,24433
19066,2025-05-14,2025-06-02,,In Process,Customer requested expedited shipping.,20564
19067,2025-11-09,2025-12-07,2025-11-14,Shipped,Gift wrapping requested.,23174
19068,2022-11-14,2022-12-03,2022-11-24,Shipped,International shipment — customs docs needed.,22518
19069,2024-03-09,2024-03-21,2024-03-19,Shipped,Priority customer — rush order.,20107
19070,2022-10-08,2022-11-01,2022-10-14,Shipped,Hold for customer confirmation.,22206
19071,2023-03-11,2023-04-09,2023-03-14,Shipped,,23917
19072,2026-01-25,2026-02-21,2026-02-04,Shipped,,21650
19073,2023-11-26,2023-12-21,2023-12-06,Disputed,International shipment — customs docs needed.,22689
19074,2024-09-15,2024-10-15,2024-09-24,Shipped,Please ship as soon as possible.,23916
19075,2024-09-20,2024-10-20,2024-09-27,Resolved,,24919
19076,2024-05-07,2024-06-04,2024-05-09,Shipped,,21468
19077,2023-03-11,2023-04-06,2023-03-17,Shipped,Please ship as soon as possible.,24529
19078,2024-10-04,2024-10-30,2024-10-06,Disputed,Verified credit before processing.,20840
19079,2022-02-03,2022-02-28,2022-02-12,Shipped,International shipment — customs docs needed.,23005
19080,2022-10-22,2022-11-03,2022-10-30,Shipped,,23612
19081,2024-05-01,2024-05-15,,In Process,Call before delivery.,21951
19082,2023-04-25,2023-05-06,2023-05-04,Resolved,Customer will pick up at warehouse.,21458
19083,2023-07-17,2023-08-04,2023-07-20,Disputed,Check stock before processing.,20806
19084,2023-03-19,2023-04-10,,On Hold,,21081
19085,2026-06-17,2026-07-12,,Cancelled,Special discount applied.,21205
19086,2026-03-03,2026-03-15,2026-03-04,Shipped,,21544
19087,2022-09-06,2022-09-22,2022-09-09,Resolved,Special discount applied.,21886
19088,2023-06-21,2023-07-16,2023-06-24,Shipped,,24423
19089,2025-03-06,2025-03-31,,In Process,,24542
19090,2024-05-22,2024-06-19,2024-05-24,Shipped,Customer requested expedited shipping.,23060
19091,2023-08-03,2023-08-24,2023-08-05,Shipped,,24642
19092,2026-03-26,2026-04-02,2026-03-29,Shipped,Customer will pick up at warehouse.,24767
19093,2025-01-26,2025-02-04,2025-01-30,Disputed,Backorder — ship when available.,20527
19094,2023-06-23,2023-07-09,2023-07-01,Shipped,Fragile items — handle with care.,21723
19095,2025-01-30,2025-02-18,2025-01-31,Shipped,Priority customer — rush order.,24978
19096,2022-04-16,2022-04-30,2022-04-19,Shipped,,21832
19097,2022-05-29,2022-06-26,,Cancelled,International shipment — customs docs needed.,24035
19098,2022-05-04,2022-05-24,,On Hold,Customer will pick up at warehouse.,24731
19099,2022-05-11,2022-06-08,,On Hold,,20634
19100,2023-02-15,2023-03-14,2023-02-19,Shipped,International shipment — customs docs needed.,20339
19101,2025-05-12,2025-05-23,2025-05-17,Shipped,,24160
19102,2024-07-04,2024-07-29,,In Process,,23747
19103,2024-07-29,2024-08-18,,In Process,Customer will pick up at warehouse.,22253
19104,2023-10-18,2023-11-16,2023-10-25,Resolved,Check stock before processing.,24846
19105,2026-01-12,2026-01-26,,Cancelled,,21948
19106,2022-09-17,2022-10-08,2022-09-19,Shipped,Verified credit before processing.,20080
19107,2025-12-01,2025-12-22,,In Process,,20799
19108,2023-10-29,2023-11-13,2023-11-05,Resolved,,20414
19109,2026-02-09,2026-02-25,,In Process,Special discount applied.,24741
19110,2025-07-18,2025-08-15,2025-07-24,Resolved,Customer will pick up at warehouse.,21087
19111,2022-03-28,2022-04-27,,Cancelled,Check stock before processing.,23044
19112,2024-02-21,2024-03-13,2024-02-29,Shipped,Hold for customer confirmation.,24980
19113,2022-02-01,2022-02-26,2022-02-04,Shipped,Special discount applied.,22262
19114,2023-07-05,2023-07-27,,In Process,,24139
19115,2022-09-11,2022-09-27,,Cancelled,International shipment — customs docs needed.,23404
19116,2022-01-05,2022-01-26,2022-01-11,Shipped,International shipment — customs docs needed.,20587
19117,2025-02-23,2025-03-21,2025-03-03,Shipped,,20973
19118,2023-04-19,2023-05-13,2023-04-29,Shipped,Fragile items — handle with care.,24371
19119,2022-05-16,2022-06-06,,Cancelled,Call before delivery.,24038
19120,2026-06-16,2026-07-01,2026-06-26,Shipped,,21615
19121,2025-10-17,2025-10-25,2025-10-25,Shipped,,23518
19122,2025-10-03,2025-10-18,2025-10-09,Shipped,,22292
19123,2025-03-01,2025-03-28,2025-03-04,Shipped,,20797
19124,2025-09-03,2025-09-25,2025-09-06,Shipped,,22983
19125,2022-12-20,2022-12-31,2022-12-23,Resolved,,21746
19126,2022-03-17,2022-04-11,2022-03-25,Shipped,Fragile items — handle with care.,21101
19127,2022-10-13,2022-10-30,2022-10-21,Disputed,Gift wrapping requested.,23411
19128,2024-08-27,2024-09-05,,Cancelled,,23368
19129,2023-09-14,2023-09-28,2023-09-23,Disputed,Hold for customer confirmation.,21357
19130,2023-09-13,2023-10-07,2023-09-16,Shipped,Check stock before processing.,24078
19131,2022-05-29,2022-06-19,2022-06-03,Shipped,,24891
19132,2023-05-12,2023-05-30,2023-05-18,Resolved,,23376
19133,2025-01-01,2025-01-12,2025-01-03,Disputed,,24336
19134,2024-08-12,2024-08-24,2024-08-22,Shipped,Gift wrapping requested.,21888
19135,2022-11-20,2022-12-18,2022-11-24,Shipped,Customer requested expedited shipping.,21996
19136,2025-05-17,2025-06-09,2025-05-19,Shipped,Gift wrapping requested.,22192
19137,2026-02-07,2026-02-19,,Cancelled,Gift wrapping requested.,20847
19138,2023-06-16,2023-07-13,2023-06-19,Shipped,Call before delivery.,22689
19139,2024-03-27,2024-04-07,2024-03-31,Disputed,,20603
19140,2022-06-01,2022-06-26,,On Hold,Replacement for damaged order.,22312
19141,2026-03-08,2026-03-26,2026-03-13,Shipped,Customer will pick up at warehouse.,22668
19142,2022-11-11,2022-12-11,2022-11-14,Shipped,Backorder — ship when available.,21673
19143,2022-04-18,2022-05-03,2022-04-21,Resolved,Special discount applied.,24986
19144,2022-08-14,2022-08-29,2022-08-19,Shipped,Check stock before processing.,20411
19145,2022-09-28,2022-10-22,2022-10-03,Shipped,Gift wrapping requested.,22992
19146,2024-12-09,2024-12-25,,On Hold,,23286
19147,2022-11-08,2022-11-29,2022-11-09,Disputed,Customer will pick up at warehouse.,22607
19148,2022-10-24,2022-11-16,,In Process,Verified credit before processing.,23445
19149,2025-12-02,2025-12-30,2025-12-11,Shipped,Check stock before processing.,22005
19150,2026-05-11,2026-06-05,2026-05-19,Disputed,Customer requested expedited shipping.,23697
19151,2024-03-28,2024-04-24,2024-04-04,Shipped,Replacement for damaged order.,21349
19152,2025-11-14,2025-12-03,2025-11-17,Disputed,Partial shipment approved by customer.,21556
19153,2024-12-29,2025-01-19,,Cancelled,International shipment — customs docs needed.,23304
19154,2026-05-11,2026-06-05,2026-05-16,Shipped,Check stock before processing.,20349
19155,2022-06-14,2022-06-28,2022-06-18,Shipped,,20120
19156,2025-12-17,2026-01-06,2025-12-25,Shipped,,22127
19157,2025-04-21,2025-05-14,,On Hold,,23101
19158,2026-07-04,2026-07-29,2026-07-06,Shipped,Call before delivery.,21021
19159,2026-07-02,2026-07-16,2026-07-12,Shipped,Gift wrapping requested.,22536
19160,2024-05-27,2024-06-22,2024-06-05,Shipped,Hold for customer confirmation.,24996
19161,2024-04-09,2024-05-06,2024-04-14,Shipped,Call before delivery.,23555
19162,2025-11-07,2025-12-05,,On Hold,Call before delivery.,21304
19163,2023-01-27,2023-02-18,,On Hold,Gift wrapping requested.,20567
19164,2025-01-12,2025-02-04,,Cancelled,Backorder — ship when available.,20811
19165,2025-04-23,2025-04-30,2025-04-29,Shipped,Hold for customer confirmation.,23614
19166,2024-01-25,2024-02-09,2024-02-02,Disputed,Replacement for damaged order.,22792
19167,2023-04-08,2023-04-23,,Cancelled,Check stock before processing.,21086
19168,2026-06-30,2026-07-07,2026-07-03,Shipped,,22297
19169,2024-07-22,2024-08-18,2024-07-24,Disputed,Check stock before processing.,20346
19170,2023-11-02,2023-11-09,,Cancelled,Customer will pick up at warehouse.,21798
19171,2022-12-05,2022-12-14,2022-12-07,Resolved,,24946
19172,2022-11-16,2022-12-04,2022-11-24,Shipped,Please ship as soon as possible.,23802
19173,2023-12-13,2024-01-10,2023-12-15,Shipped,Please ship as soon as possible.,23578
19174,2022-01-15,2022-02-07,2022-01-23,Disputed,Replacement for damaged order.,22842
19175,2023-07-14,2023-07-23,2023-07-15,Shipped,Verified credit before processing.,23810
19176,2025-03-14,2025-04-13,2025-03-16,Shipped,Fragile items — handle with care.,21059
19177,2024-12-20,2025-01-18,,On Hold,Special discount applied.,20986
19178,2026-03-12,2026-04-05,,Cancelled,Replacement for damaged order.,20399
19179,2023-11-05,2023-12-01,,On Hold,Hold for customer confirmation.,22703
19180,2024-04-26,2024-05-08,2024-05-04,Resolved,,20720
19181,2023-01-05,2023-01-19,2023-01-12,Disputed,Customer requested expedited shipping.,21208
19182,2026-04-19,2026-04-27,2026-04-23,Shipped,Priority customer — rush order.,20500
19183,2025-05-28,2025-06-21,,On Hold,Fragile items — handle with care.,21810
19184,2022-04-29,2022-05-12,2022-05-04,Disputed,Customer will pick up at warehouse.,24923
19185,2023-06-26,2023-07-06,,On Hold,Verified credit before processing.,20980
19186,2022-09-24,2022-10-05,2022-10-04,Resolved,,22682
19187,2023-10-01,2023-10-08,2023-10-08,Shipped,Verified credit before processing.,24273
19188,2024-09-26,2024-10-04,,Cancelled,Call before delivery.,23753
19189,2023-10-12,2023-10-27,2023-10-13,Disputed,,22379
19190,2023-12-15,2024-01-10,2023-12-20,Disputed,Replacement for damaged order.,21580
19191,2022-01-13,2022-02-08,,In Process,,22166
19192,2024-09-30,2024-10-23,2024-10-10,Shipped,,24326
19193,2023-03-18,2023-04-12,2023-03-19,Disputed,Customer will pick up at warehouse.,24964
19194,2025-03-22,2025-04-04,2025-03-26,Shipped,,24737
19195,2023-06-15,2023-07-12,,Cancelled,Customer requested expedited shipping.,24302
19196,2023-02-19,2023-03-15,2023-02-27,Shipped,International shipment — customs docs needed.,23368
19197,2024-12-16,2025-01-12,2024-12-26,Shipped,,20347
19198,2023-01-11,2023-02-05,2023-01-16,Disputed,,20224
19199,2023-09-10,2023-10-02,,Cancelled,,21729
19200,2022-01-30,2022-02-10,2022-02-04,Shipped,,20969
19201,2024-06-09,2024-06-19,,Cancelled,,22689
19202,2024-02-08,2024-02-19,2024-02-11,Shipped,Hold for customer confirmation.,21294
19203,2023-05-15,2023-06-09,,Cancelled,,24967
19204,2024-10-12,2024-11-11,2024-10-13,Shipped,Call before delivery.,21842
19205,2025-09-15,2025-10-08,2025-09-18,Shipped,,24101
19206,2023-01-13,2023-01-30,,In Process,,23793
19207,2025-12-30,2026-01-19,,On Hold,,23135
19208,2023-05-03,2023-05-13,2023-05-07,Shipped,International shipment — customs docs needed.,24633
19209,2022-12-08,2022-12-27,2022-12-17,Shipped,Replacement for damaged order.,24903
19210,2024-04-18,2024-05-15,,On Hold,Customer will pick up at warehouse.,20961
19211,2026-04-13,2026-04-22,,On Hold,Replacement for damaged order.,21987
19212,2022-04-02,2022-04-10,,On Hold,,23975
19213,2024-03-01,2024-03-28,,Cancelled,Check stock before processing.,20061
19214,2026-03-27,2026-04-20,,Cancelled,Replacement for damaged order.,20922
19215,2025-12-02,2025-12-20,,On Hold,,23680
19216,2025-03-24,2025-04-02,2025-04-01,Disputed,International shipment — customs docs needed.,20428
19217,2022-06-17,2022-07-17,2022-06-24,Shipped,Gift wrapping requested.,20721
19218,2024-05-23,2024-06-11,2024-05-29,Shipped,,21649
19219,2023-01-12,2023-02-03,,On Hold,Customer will pick up at warehouse.,22317
19220,2026-06-25,2026-07-09,2026-06-29,Resolved,Check stock before processing.,23716
19221,2024-07-26,2024-08-11,2024-08-05,Disputed,Please ship as soon as possible.,20084
19222,2023-12-11,2024-01-01,2023-12-16,Shipped,Special discount applied.,22038
19223,2022-07-25,2022-08-04,2022-08-03,Resolved,Please ship as soon as possible.,22327
19224,2023-07-23,2023-08-18,,In Process,Customer requested expedited shipping.,20603
19225,2026-01-16,2026-01-30,2026-01-17,Shipped,Check stock before processing.,23382
19226,2022-08-04,2022-08-29,2022-08-08,Resolved,Please ship as soon as possible.,23177
19227,2023-02-12,2023-02-25,2023-02-17,Disputed,International shipment — customs docs needed.,24944
19228,2024-04-30,2024-05-19,2024-05-01,Shipped,,21100
19229,2026-02-15,2026-03-11,2026-02-22,Shipped,Partial shipment approved by customer.,20656
19230,2022-07-05,2022-08-04,,On Hold,Gift wrapping requested.,22133
19231,2025-09-04,2025-09-24,2025-09-06,Shipped,,24240
19232,2023-07-16,2023-08-01,,In Process,,20457
19233,2023-03-11,2023-04-07,2023-03-14,Shipped,,21087
19234,2025-08-31,2025-09-17,,On Hold,Gift wrapping requested.,22660
19235,2024-05-20,2024-05-28,2024-05-21,Disputed,Replacement for damaged order.,22560
19236,2023-01-25,2023-02-06,,Cancelled,Priority customer — rush order.,24276
19237,2025-05-01,2025-05-17,,In Process,,24005
19238,2025-08-27,2025-09-19,2025-09-03,Disputed,Special discount applied.,24694
19239,2025-01-22,2025-02-17,2025-01-26,Shipped,Customer will pick up at warehouse.,23017
19240,2023-12-08,2023-12-19,,On Hold,,24406
19241,2024-06-19,2024-07-01,2024-06-24,Shipped,Customer will pick up at warehouse.,20957
19242,2025-02-21,2025-03-06,2025-03-01,Shipped,Customer requested expedited shipping.,20254
19243,2024-07-24,2024-08-08,2024-07-27,Disputed,Replacement for damaged order.,22026
19244,2022-07-19,2022-07-30,2022-07-21,Shipped,,21301
19245,2024-06-04,2024-06-16,2024-06-14,Shipped,,22802
19246,2023-06-02,2023-06-29,2023-06-12,Shipped,Replacement for damaged order.,23103
19247,2023-04-01,2023-04-20,,In Process,,22190
19248,2022-08-01,2022-08-11,,In Process,Partial shipment approved by customer.,24459
19249,2026-01-17,2026-02-16,2026-01-24,Shipped,Call before delivery.,23869
19250,2022-09-22,2022-10-14,,On Hold,,24579
19251,2024-06-20,2024-06-29,2024-06-27,Disputed,Partial shipment approved by customer.,20208
